Id,fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,Quality,,,,
3039,7,0.24,0.24,9,0.03,42,219,0.99636,3.47,0.46,10.2,Good,,,,
836,6.9,0.3,0.21,7.2,0.045,54,190,0.99595,3.22,0.48,9.4,Disappointing,,,,
3929,6.8,0.26,0.42,1.7,0.049,41,122,0.049,3.47,0.48,10.5,Good,,,,
3709,6.8,0.27,0.42,7.3,0.054,58,200,0.99556,3.12,0.49,9.4,Good,,,,
4151,6.1,0.28,0.3,7.75,0.031,33,139,0.99296,3.22,0.46,11,Good,,,,
3633,6.1,0.2,0.25,1.2,0.038,34,128,0.9921,3.24,0.44,10.1,Disappointing,,,,
755,6.8,0.21,0.55,14.6,0.053,34,159,0.99805,2.93,0.44,9.2,Disappointing,,,,
3012,8.3,0.4,0.41,8.2,0.05,15,122,0.9979,3.39,0.49,9.3,Disappointing,,,,
4294,7.7,0.34,0.58,11.1,0.039,41,151,0.9978,3.06,0.49,8.6,Disappointing,,,,
536,5.7,0.15,0.28,3.7,0.045,57,151,0.9913,3.22,0.27,11.2,Good,,,,
538,7.7,0.32,0.61,11.8,0.041,66,188,0.99794,3,0.54,9.3,Disappointing,,,,
2664,6.8,0.23,0.32,8.6,0.046,47,159,0.99452,3.08,0.52,10.5,Good,,,,
388,8.1,0.5,0.47,1.1,0.037,23,126,0.9938,3.21,0.42,10.9,Disappointing,,,,
3229,6.6,0.41,0.27,10.7,0.11,20,103,0.99672,3.08,0.41,9,Good,,,,
4027,6.3,0,0.22,16,0.061,26,141,0.99824,3.08,0.5,9.1,Disappointing,,,,
4562,6.6,0.35,0.19,10.5,0.06,15,82,0.99588,3.13,0.38,9.9,Disappointing,,,,
3397,5.4,0.29,0.38,1.2,0.029,31,132,0.98895,3.28,0.36,12.4,Good,,,,
3741,6.8,0.37,0.47,11.2,0.071,44,136,0.9968,2.98,0.88,9.2,Disappointing,,,,
557,5.2,0,0.29,5.15,0.035,64,138,0.9895,3.19,0.34,12.4,Good,,,,
4378,7,0.21,0.34,8.5,0.033,31,253,0.9953,3.22,0.56,10.5,Good,,,,
4235,7,0.3,0.28,2.2,0.042,21,177,0.99166,3.2,0.57,11.4,Disappointing,,,,
3161,7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,Good,,,,
303,7.5,0.3,0.21,6.55,0.026,33,143,0.99244,2.92,0.35,11.1,Disappointing,,,,
1979,7.6,0.2,0.36,1.9,0.043,24,111,0.99237,3.29,0.54,11.3,Good,,,,
4117,8.3,0.26,0.31,2,0.029,14,141,0.99077,2.95,0.77,12.2,Good,,,,
1878,6.3,0.32,0.26,12.3,0.044,24,205,0.99611,3.11,0.58,9.9,Disappointing,,,,
2176,5.9,0.17,0.28,0.7,0.027,5,28,0.98985,3.13,0.32,10.6,Disappointing,,,,
1725,6.1,0.24,0.27,11.5,0.05,51,133,0.99476,3.22,0.37,10.8,Good,,,,
4388,6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2,Disappointing,,,,
4444,8.9,0.34,0.32,1.3,0.041,12,188,0.9953,3.17,0.49,9.5,Disappointing,,,,
3764,7.6,0.32,0.58,16.75,0.05,43,163,0.9999,3.15,0.54,9.2,Disappointing,,,,
4470,8,0.24,0.36,1.5,0.047,17,129,0.9948,3.2,0.54,10,Good,,,,
2740,6.8,0.21,0.36,18.1,0.046,32,133,1,3.27,0.48,8.8,Disappointing,,,,
2370,6.3,0.26,0.42,7.1,0.045,62,209,0.99544,3.2,0.53,9.5,Good,,,,
3355,7.3,0.3,0.25,2.5,0.045,32,122,0.99329,3.18,0.54,10.3,Disappointing,,,,
1662,5.9,0.36,0.04,5.7,0.046,21,87,0.9934,3.22,0.51,10.2,Disappointing,,,,
989,6.9,0.18,0.38,8.1,0.049,44,176,0.9958,3.3,0.54,9.8,Good,,,,
3349,8.4,0.35,0.56,13.8,0.048,55,190,0.9993,3.07,0.58,9.4,Good,,,,
2448,6.7,0.27,0.31,15.7,0.036,44,179,0.9979,3.26,0.56,9.6,Disappointing,,,,
3185,5.9,0.21,0.24,12.1,0.044,53,165,0.9969,3.25,0.39,9.5,Disappointing,,,,
2272,6.6,0.56,0.22,8.9,0.034,27,133,0.99675,3.2,0.51,9.1,Disappointing,,,,
4321,6.5,0.28,0.35,9.8,0.067,61,180,0.9972,3.15,0.57,9,Disappointing,,,,
934,6.6,0.32,0.24,1.3,0.06,42.5,204,0.99512,3.59,0.51,9.2,Disappointing,,,,
4304,8.9,0.32,0.49,1.6,0.05,17,131,0.9956,3.13,0.34,9.4,Disappointing,,,,
160,7.1,0.3,0.36,6.8,0.055,44.5,234,0.9972,3.49,0.64,10.2,Good,,,,
1617,6.4,0.14,0.28,7.9,0.057,21,82,0.99425,3.26,0.36,10,Good,,,,
3558,6.7,0.39,0.24,2.7,0.017,22,80,0.99084,3.03,0.37,11.5,Disappointing,,,,
2194,7.1,0.32,0.29,4,0.038,33,170,0.99463,3.27,0.64,10.2,Good,,,,
1783,8.5,0.28,0.34,13.8,0.041,32,161,0.9981,3.13,0.4,9.9,Good,,,,
1122,6.4,0.16,0.31,5.3,0.043,42,157,0.99455,3.35,0.47,10.5,Disappointing,,,,
2474,7.6,0.28,0.49,20.15,0.06,30,145,1.00196,3.01,0.44,8.5,Disappointing,,,,
4348,7.4,0.28,0.36,14.6,0.048,35,161,0.9968,3.14,0.56,10.6,Disappointing,,,,
2440,7.2,0.17,0.41,1.6,0.052,24,126,0.99228,3.19,0.49,10.8,Disappointing,,,,
3177,7.7,0.23,0.31,10.7,0.038,59,186,0.9969,3.12,0.55,9.5,Good,,,,
1856,6.1,0.23,0.27,9.8,0.055,74,134,0.99534,3.16,0.4,10.2,Good,,,,
746,7.9,0.28,0.41,4.9,0.058,31,153,0.9966,3.27,0.51,9.7,Good,,,,
3528,4.9,0,0.34,1,0.068,32,143,0.99138,3.24,0.4,10.1,Disappointing,,,,
2795,7.3,0.17,0.36,8.2,0.028,44,111,0.99272,3.14,0.41,12.4,Good,,,,
4634,6.6,0.27,0.3,1.9,0.025,14,153,0.9928,3.29,0.62,10.5,Good,,,,
822,8.4,0.35,0.56,13.8,0.048,55,190,0.9993,3.07,0.58,9.4,Good,,,,
4278,8.5,0.23,0.28,11.1,0.033,30,97,0.99507,3.03,0.39,10.5,Good,,,,
1029,6.8,0.22,0.32,5.9,0.054,40,152,0.9938,3.2,0.57,10.8,Good,,,,
2817,5.6,0.24,0.34,2,0.041,14,73,0.98981,3.04,0.45,11.6,Good,,,,
2585,6.4,0.28,0.45,8.6,0.057,47,223,0.99654,3.16,0.51,9.1,Disappointing,,,,
3462,7.4,0.2,0.37,1.2,0.028,28,89,0.99132,3.14,0.61,11.8,Good,,,,
1400,6.2,0.21,0.18,11.6,0.044,61,155,0.99655,3.14,0.52,9.4,Good,,,,
3644,5.6,0.19,0.47,4.5,0.03,19,112,0.9922,3.56,0.45,11.2,Good,,,,
3429,6.6,0.56,0.22,8.9,0.034,27,133,0.99675,3.2,0.51,9.1,Disappointing,,,,
2623,7.4,0.31,0.48,14.2,0.042,62,204,0.9983,3.06,0.59,9.4,Disappointing,,,,
773,6.9,0.4,0.42,6.2,0.066,41,176,0.99552,3.12,0.54,9.4,Disappointing,,,,
2408,7.1,0.18,0.39,14.5,0.051,48,156,0.99947,3.35,0.78,9.1,Disappointing,,,,
3292,7.7,0.38,0.23,10.8,0.03,28,95,0.99164,2.93,0.41,13.6,Good,,,,
4367,6.1,0.31,0.34,2.8,0.042,59.5,162,0.99179,3.27,0.47,10.8,Good,,,,
3550,7.9,0.14,0.74,1.2,0.028,30,165,0.028,3.08,0.82,12.3,Good,,,,
221,7.3,0.43,0.37,4.6,0.028,17,114,0.028,3.23,0.43,13.2,Good,,,,
4124,7.2,0.36,0.36,5.7,0.038,26,98,0.9914,2.93,0.59,12.5,Good,,,,
107,6.4,0.3,0.27,5,0.058,27,151,0.99198,3.22,0.49,12.2,Good,,,,
1080,6.3,0.29,0.4,6.5,0.039,43,167,0.9953,3.15,0.44,9.3,Good,,,,
4491,6.4,0.24,0.25,20.2,0.083,35,157,0.99976,3.17,0.5,9.1,Disappointing,,,,
726,6.3,0.39,0.22,2.8,0.048,53,173,0.99304,3.24,0.45,9.8,Disappointing,,,,
1148,8.9,0.21,0.37,1.2,0.028,20,93,0.99244,3.2,0.37,11.5,Disappointing,,,,
4370,8.1,0.12,0.38,0.9,0.034,36,86,0.99026,2.8,0.55,12,Good,,,,
4534,7.8,0.34,0.35,1.8,0.042,8,167,0.9908,3.11,0.41,12.1,Good,,,,
1091,6.8,0.28,0.43,7.6,0.03,30,110,0.99164,3.08,0.59,12.5,Good,,,,
3267,5.9,0,0.02,0.8,0.038,22,63,0.9932,3.36,0.36,9.3,Disappointing,,,,
1320,7.8,0.24,0.32,12.2,0.054,42,138,0.9984,3.01,0.54,8.8,Disappointing,,,,
637,6.6,0.5,0.26,11.3,0.029,32,110,0.99302,3.27,0.78,12.9,Good,,,,
3759,9.2,0.34,0.27,1.2,0.026,17,73,0.9921,3.08,0.39,10.8,Disappointing,,,,
149,7.4,0.23,0.43,1.4,0.044,22,113,0.9938,3.22,0.62,10.6,Good,,,,
4209,5.8,0.36,0.5,1,0.127,63,178,0.99212,3.1,0.45,9.7,Disappointing,,,,
3917,7.5,0.15,0.38,1.8,0.054,19,101,0.9946,3.24,0.44,10,Disappointing,,,,
151,7.6,0.19,0.37,13.1,0.033,52,151,0.99726,3.18,0.79,10.4,Good,,,,
2025,6,0.1,0.24,1.1,0.041,15,65,0.9927,3.61,0.61,10.3,Good,,,,
5,6.4,0.17,0.34,13.4,0.044,45,139,0.99752,3.06,0.43,9.1,Good,,,,
3458,7.4,0.3,0.49,8.2,0.055,49,188,0.9974,3.52,0.58,9.7,Good,,,,
2732,6.6,0.23,0.37,8.5,0.036,46,153,0.99576,3.2,0.48,9.4,Good,,,,
4360,7.7,0.3,0.26,18.95,0.053,36,174,0.99976,3.2,0.5,10.4,Disappointing,,,,
2183,7.6,0.67,0.14,1.5,0.074,25,168,0.9937,3.05,0.51,9.3,Disappointing,,,,
1260,6.8,0.28,0.35,2.3,0.042,16,85,0.9906,3.19,0.56,12.4,Good,,,,
3008,5.7,0.23,0.28,9.65,0.025,26,121,0.9925,3.28,0.38,11.3,Good,,,,
1905,5.2,0,0.22,1,0.03,47,123,0.99218,3.55,0.44,10.15,Good,,,,
3859,7.3,0.18,0.29,1.2,0.044,12,143,0.9918,3.2,0.48,11.3,Good,,,,
1507,6.7,0.35,0.48,8.8,0.056,35,167,0.99628,3.04,0.47,9.4,Disappointing,,,,
2109,6.6,0.34,0.34,2.6,0.051,40.5,210,0.99314,3.15,0.61,10,Disappointing,,,,
3936,6.2,0.25,0.38,7.9,0.045,54,208,0.99572,3.17,0.46,9.1,Disappointing,,,,
3733,6.4,0.17,0.27,9.9,0.047,26,101,0.99596,3.34,0.5,9.9,Good,,,,
2390,7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,Good,,,,
1316,5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,Good,,,,
729,9.4,0.24,0.29,8.5,0.037,124,208,0.99395,2.9,0.38,11,Disappointing,,,,
2229,7.4,0.33,0.26,15.6,0.049,67,210,0.99907,3.06,0.68,9.5,Disappointing,,,,
3942,7.3,0.24,0.41,13.6,0.05,41,178,0.9988,3.37,0.43,9.7,Disappointing,,,,
2433,6.5,0.39,0.23,5.4,0.051,25,149,0.9934,3.24,0.35,10,Disappointing,,,,
3215,7.1,0.17,0.4,14.55,0.047,47,156,0.99945,3.34,0.78,9.1,Good,,,,
1263,5.5,0,0,1.5,0.065,8,103,0.065,3.63,0.4,9.7,Disappointing,,,,
1455,7.6,0.2,0.3,14.2,0.056,53,212.5,0.056,3.14,0.46,8.9,Good,,,,
2724,6.4,0.43,0.27,1.1,0.054,5,110,0.9939,3.24,0.52,9.1,Disappointing,,,,
1911,7.4,0.24,0.42,14,0.066,48,198,0.9979,2.89,0.42,8.9,Good,,,,
2343,5.8,0.12,0.21,1.3,0.056,35,121,0.9908,3.32,0.33,11.4,Good,,,,
1103,6.7,0.19,0.23,6.2,0.047,36,117,0.9945,3.34,0.43,9.6,Good,,,,
2484,7.5,0.21,0.68,10.9,0.045,38,133,0.9978,3,0.36,8.7,Disappointing,,,,
72,6.3,0.33,0.42,17.2,0.037,57,170,0.99884,3.26,0.57,9.4,Good,,,,
1050,6.3,0.3,0.2,3.7,0.039,34,132,0.99158,3,0.38,10.7,Disappointing,,,,
1909,6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,Good,,,,
1249,6.7,0.19,0.34,1,0.022,22,94,0.9912,3.23,0.57,11.1,Good,,,,
596,6.6,0.26,0.52,8.2,0.047,52,191,0.99541,3.16,0.47,9.5,Good,,,,
497,6.5,0.52,0.17,1.4,0.047,5,26,0.9932,3.26,0.32,10,Disappointing,,,,
3431,7.2,0.22,0.35,5.5,0.054,37,183,0.99474,3.08,0.5,10.3,Disappointing,,,,
1833,7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,Good,,,,
1172,6.3,0.4,0.24,5.1,0.036,43,131,0.99186,3.24,0.44,11.3,Good,,,,
4100,6.6,0.26,0.46,7.8,0.047,48,186,0.9958,3.2,0.54,9.1,Disappointing,,,,
4216,7.9,0.25,0.35,6.7,0.039,22,64,0.99362,2.93,0.49,10.7,Disappointing,,,,
1492,7.3,0.24,0.39,17.95,0.057,45,149,0.9999,3.21,0.36,8.6,Disappointing,,,,
2355,6.7,0.13,0.57,6.6,0.056,60,150,0.99548,2.96,0.43,9.4,Good,,,,
4385,6.4,0.44,0.44,14.4,0.048,29,228,0.99955,3.26,0.54,8.8,Good,,,,
1894,7.4,0.29,0.48,12.8,0.037,61.5,182,0.99808,3.02,0.34,8.8,Disappointing,,,,
1134,7.2,0.16,0.26,7.1,0.054,41,224,0.9966,3.38,0.55,10.1,Disappointing,,,,
3173,7.2,0.13,0.46,1.3,0.044,48,111,0.99127,2.97,0.45,11.1,Disappointing,,,,
3551,6.9,0.33,0.26,5,0.027,46,143,0.9924,3.25,0.43,11.2,Good,,,,
3388,6.2,0.28,0.22,7.3,0.041,26,157,0.9957,3.44,0.64,9.8,Good,,,,
489,6.1,0.22,0.5,6.6,0.045,30,122,0.99415,3.22,0.49,9.9,Good,,,,
2449,7.4,0.22,0.26,1.2,0.035,18,97,0.99245,3.12,0.41,9.7,Good,,,,
949,7.8,0.49,0.49,7,0.043,29,149,0.9952,3.21,0.33,10,Disappointing,,,,
3779,6.7,0.12,0.3,5.2,0.048,38,113,0.99352,3.33,0.44,10.1,Good,,,,
223,5.8,0.15,0.32,1.2,0.037,14,119,0.99137,3.19,0.5,10.2,Good,,,,
3635,7.3,0.28,0.35,1.6,0.054,31,148,0.99178,3.18,0.47,10.7,Disappointing,,,,
4195,6.4,0.31,0.31,12.9,0.045,55,161,0.99546,3.02,0.59,10.2,Disappointing,,,,
2362,6.6,0.36,0.21,1.5,0.049,39,184,0.9928,3.18,0.41,9.9,Good,,,,
4306,6.8,0.22,0.49,0.9,0.052,26,128,0.052,3.25,0.35,11.4,Good,,,,
2425,8,0.25,0.35,1.1,0.054,13,136,0.99366,3.08,0.55,9.5,Disappointing,,,,
961,6.7,0.31,0.08,1.3,0.038,58,147,0.9922,3.18,0.46,10,Disappointing,,,,
1030,6.4,0.29,0.2,15.6,0.04,20,142,0.9962,3.1,0.54,10.6,Disappointing,,,,
4000,6.3,0.33,0.2,5.8,0.04,24,144,0.99425,3.15,0.63,9.9,Disappointing,,,,
3438,7,0.18,0.49,5.3,0.04,34,125,0.9914,3.24,0.4,12.2,Good,,,,
606,6.8,0.17,0.32,1.4,0.04,35,106,0.99026,3.16,0.66,12,Disappointing,,,,
2227,6.7,0.47,0.34,8.9,0.043,31,172,0.9964,3.22,0.6,9.2,Disappointing,,,,
1164,6.1,0.28,0.35,12.8,0.048,63,229,0.9975,3.08,0.4,8.9,Disappointing,,,,
2037,6.9,0.26,0.27,4.2,0.031,20,80,0.99089,3.12,0.39,11.5,Good,,,,
2401,7.7,0.44,0.24,11.2,0.031,41,167,0.9948,3.12,0.43,11.3,Good,,,,
2800,5.8,0.33,0.2,16.05,0.047,26,166,0.9976,3.09,0.46,8.9,Disappointing,,,,
992,7.3,0.28,0.54,12.9,0.049,62,152,0.9984,3.06,0.45,9.1,Good,,,,
1580,8.2,0.29,0.49,1,0.044,29,118,0.9928,3.24,0.36,10.9,Disappointing,,,,
275,7.6,0.37,0.34,3.2,0.028,42,162,0.9903,3.01,0.33,12.4,Good,,,,
371,6.6,0.25,0.36,8.1,0.045,54,180,0.9958,3.08,0.42,9.2,Disappointing,,,,
392,5.7,0.21,0.24,2.3,0.047,60,189,0.047,3.65,0.72,10.1,Good,,,,
504,7.3,0.33,0.4,6.85,0.038,32,138,0.038,3.03,0.3,11.9,Good,,,,
62,6,0.37,0.32,1,0.053,31,218.5,0.9924,3.29,0.72,9.8,Good,,,,
727,7.2,0.31,0.35,7.2,0.046,45,178,0.9955,3.14,0.53,9.7,Disappointing,,,,
3607,6.4,0.23,0.35,10.3,0.042,54,140,0.9967,3.23,0.47,9.2,Disappointing,,,,
4043,5.8,0.28,0.3,3.9,0.026,36,105,0.98963,3.26,0.58,12.75,Good,,,,
624,7.5,0.32,0.49,1.7,0.031,44,109,0.9906,3.07,0.46,12.5,Good,,,,
465,6.3,0.21,0.29,11.7,0.048,49,147,0.99482,3.22,0.38,10.8,Disappointing,,,,
3862,6,0.26,0.5,2.2,0.048,59,153,0.9928,3.08,0.61,9.8,Disappointing,,,,
1602,7.3,0.28,0.36,12.7,0.04,38,140,0.00004,3.3,0.79,9.6,Good,,,,
343,8.4,0.3,0.25,17.75,0.047,25,218,1.00016,2.98,0.66,9.1,Disappointing,,,,
1934,6.8,0.26,0.34,15.1,0.06,42,162,0.99705,3.24,0.52,10.5,Disappointing,,,,
3133,7.4,0.16,0.49,1.2,0.055,18,150,0.9917,3.23,0.47,11.2,Good,,,,
3630,6,0.3,0.33,2.1,0.042,31,127,0.98964,3.32,0.42,12.5,Good,,,,
2625,4.7,0,0.29,1,0.042,35,90,0.9908,3.76,0.49,11.3,Good,,,,
2909,7.5,0.21,0.68,10.9,0.045,38,133,0.9978,3,0.36,8.7,Disappointing,,,,
2718,7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,Good,,,,
3077,7.5,0.19,0.34,2.6,0.037,33,125,0.9923,3.1,0.49,11.1,Good,,,,
2133,7.2,0.28,0.26,12.5,0.046,48,179,0.9975,3.1,0.52,9,Good,,,,
1906,7.1,0.3,0.49,1.6,0.045,31,100,0.9942,3.4,0.59,10.2,Disappointing,,,,
1190,7.6,0.27,0.33,2,0.059,19,175,0.9944,3.22,0.56,9.9,Disappointing,,,,
1874,5.8,0,0.13,1.4,0.04,11,64,0.9922,3.29,0.52,10.5,Disappointing,,,,
405,6.5,0.18,0.26,1.4,0.041,40,141,0.9941,3.34,0.72,9.5,Good,,,,
4433,7.4,0.29,0.29,1.6,0.045,53,180,0.9936,3.34,0.68,10.5,Good,,,,
3287,6.8,0.3,0.33,12.8,0.041,60,168,0.99659,3.1,0.56,9.8,Disappointing,,,,
4223,7.1,0.44,0.27,8.4,0.057,60,160,0.99257,3.16,0.36,11.8,Good,,,,
4597,6.6,0.18,0.26,17.3,0.051,17,149,0.9984,3,0.43,9.4,Good,,,,
2770,5.3,0.2,0.31,3.6,0.036,22,91,0.99278,3.41,0.5,9.8,Good,,,,
2873,6.4,0.3,0.16,7.5,0.05,55,191,0.9959,3.17,0.49,9,Disappointing,,,,
1298,5.9,0.24,0.34,2,0.037,40,108,0.98948,3.19,0.5,12.3,Good,,,,
2032,5.8,0.15,0.49,1.1,0.048,21,98,0.9929,3.19,0.48,9.2,Disappointing,,,,
1729,6.9,0.46,0.2,0.9,0.054,5,126,0.054,3.1,0.42,10.4,Good,,,,
2209,8.2,0.22,0.49,9.6,0.037,53,154,0.9951,3.02,0.33,10.6,Good,,,,
1446,6.7,0.3,0.29,2.8,0.025,37,107,0.99159,3.31,0.63,11.3,Good,,,,
1156,6.6,0.42,0.33,2.8,0.034,15,85,0.99,3.28,0.51,13.4,Good,,,,
4130,8.4,0.18,0.42,5.1,0.036,7,77,0.9939,3.16,0.52,11.7,Disappointing,,,,
164,6.9,0.19,0.28,3,0.054,33,99,0.9924,3.16,0.4,10.8,Good,,,,
1657,6.1,0.55,0.15,9.8,0.031,19,125,0.9957,3.36,0.47,10.2,Good,,,,
3250,8.1,0.28,0.34,1.3,0.035,11,126,0.99232,3.14,0.5,9.8,Good,,,,
4337,5.9,0.2,0.4,1.3,0.047,23,92,0.99232,3.2,0.45,10,Good,,,,
4351,7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,Good,,,,
4080,6.4,0.14,0.28,7.9,0.057,21,82,0.99425,3.26,0.36,10,Good,,,,
4008,6.7,0.48,0.32,1.4,0.021,22,121,0.9889,3.15,0.53,12.7,Good,,,,
2129,7,0.26,0.46,15.55,0.037,61,171,0.9986,2.94,0.35,8.8,Good,,,,
2665,7.3,0.25,0.42,14.2,0.041,57,182,0.9996,3.29,0.75,9.1,Good,,,,
1375,6.6,0.26,0.28,9.4,0.028,13,121,0.99254,3.17,0.34,12.1,Good,,,,
2814,6.9,0.17,0.22,4.6,0.064,55,152,0.9952,3.29,0.37,9.3,Good,,,,
2602,6.3,0.22,0.34,1.2,0.036,32,96,0.98961,3.06,0.74,11.6,Good,,,,
2845,9.6,0.29,0.46,1.45,0.039,77.5,223,0.9944,2.92,0.46,9.5,Good,,,,
4176,6.9,0.19,0.49,6.6,0.036,49,172,0.9932,3.2,0.27,11.5,Good,,,,
77,7.4,0.49,0.24,15.1,0.03,34,153,0.9953,3.13,0.51,12,Good,,,,
3320,8.1,0.2,0.3,1.3,0.036,7,49,0.99242,2.99,0.73,10.3,Disappointing,,,,
1044,6.9,0.45,0.27,4.7,0.035,17,80,0.99058,3.12,0.36,12.5,Good,,,,
763,6.4,0.27,0.19,1.9,0.085,21,196,0.99516,3.49,0.64,9.5,Disappointing,,,,
2261,5.6,0.19,0.31,,0.027,11,100,0.98964,3.46,0.4,13.2,Good,,,,
1551,6.8,0.22,0.41,6.7,0.034,39,116,0.99245,3.18,0.46,11.5,Good,,,,
1738,6.3,0.13,0.42,1.1,0.043,63,146,0.99066,3.13,0.72,11.2,Good,,,,
976,8.2,0.2,0.38,3.5,0.053,41,174,0.99306,3.22,0.41,11.6,Disappointing,,,,
3904,7,0.36,0.3,5,0.04,40,143,0.99173,3.33,0.42,12.2,Good,,,,
4142,7.6,0.22,0.28,12,0.056,68,143,0.9983,2.99,0.3,9.2,Good,,,,
4482,6.7,0.27,0.25,8,0.053,54,202,0.9961,3.22,0.43,9.3,Disappointing,,,,
4526,6.3,0.32,0.32,1.5,0.037,12,76,0.98993,3.3,0.46,12.3,Good,,,,
1163,6.5,0.18,0.34,1.6,0.04,43,148,0.9912,3.32,0.59,11.5,Good,,,,
3533,6,0.27,0.15,1.5,0.056,35,128,0.9936,3.12,0.45,8.8,Disappointing,,,,
4252,5.8,0.32,0.38,4.75,0.033,23,94,0.033,3.42,0.42,11.8,Good,,,,
181,7.2,0.58,0.27,5.8,0.032,40,118,0.99088,3.17,0.53,13,Good,,,,
1073,6.5,0.43,0.28,11.25,0.032,31,87,0.9922,3.02,0.38,12.4,Good,,,,
2713,5.7,0.2,0.24,13.8,0.047,44,112,0.99837,2.97,0.66,8.8,Good,,,,
2061,6.5,0.28,0.35,15.4,0.042,55,195,0.9978,3.23,0.5,9.6,Good,,,,
620,6.8,0.53,0.35,3.8,0.034,26,109,0.9906,3.26,0.57,12.7,Good,,,,
3264,6.3,0.27,0.25,5.8,0.038,52,155,0.038,3.28,0.38,9.4,Good,,,,
1117,6.4,0.27,0.49,7.3,0.046,53,206,0.9956,3.24,0.43,9.2,Good,,,,
2078,6.5,0.22,0.34,12,0.053,55,177,0.9983,3.52,0.44,9.9,Good,,,,
1413,7.1,0.33,0.64,13.2,0.056,12,105,0.9972,3.05,0.39,9.2,Disappointing,,,,
294,7.2,0.17,0.28,17.55,0.05,33,154,0.99971,2.94,0.43,9,Good,,,,
1291,7,0.12,0.29,10.3,0.039,41,98,0.99564,3.19,0.38,9.8,Good,,,,
3771,6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,Good,,,,
3783,7.6,0.23,0.26,15.3,0.067,32,166,0.9986,3.03,0.44,9.2,Disappointing,,,,
2895,7,0.22,0.24,11,0.041,75,167,0.99508,2.98,0.56,10.5,Good,,,,
3825,7.4,0.19,0.49,9.3,0.03,26,132,0.00003,2.99,0.32,11,Good,,,,
2072,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,Good,,,,
1713,6.8,0.64,0.08,9.7,0.062,26,142,0.9972,3.37,0.46,8.9,Disappointing,,,,
912,6.8,0.57,0.29,2.2,0.04,15,77,0.9938,3.32,0.74,10.2,Disappointing,,,,
2067,7.4,0.13,0.39,4.7,0.042,36,137,0.042,3.36,0.56,10.3,Good,,,,
751,6.1,0.6,0,1.3,0.042,24,79,0.9937,3.31,0.38,9.4,Disappointing,,,,
4610,7.4,0.25,0.28,7.25,0.028,14,78,0.99238,2.94,0.37,11.5,Good,,,,
7,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,Good,,,,
1025,5.9,0.48,0.3,1.5,0.037,19,78,0.99057,3.47,0.42,11.9,Good,,,,
1719,7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7,Good,,,,
2988,6.9,0.41,0.33,10.1,0.043,28,152,0.9968,3.2,0.52,9.4,Disappointing,,,,
4155,8.6,0.23,0.4,4.2,0.035,17,109,0.9947,3.14,0.53,9.7,Disappointing,,,,
2609,6.5,0.2,0.33,1.5,0.039,36,110,0.99008,3.22,0.65,12,Good,,,,
1744,7.3,0.26,0.53,12.7,0.047,60.5,156,0.9984,3.06,0.45,9.1,Good,,,,
3329,8.8,0.39,0.35,1.8,0.096,22,80,0.99016,2.95,0.54,12.6,Good,,,,
2451,7.6,0.2,0.31,1.4,0.047,41,142,0.9934,3.43,0.53,10.1,Good,,,,
1588,6.9,0.41,0.22,4.2,0.031,10,102,0.031,3,0.86,11.6,Disappointing,,,,
823,5.2,0.16,0.34,0.8,0.029,26,77,0.99155,3.25,0.51,10.1,Good,,,,
4181,6.6,0,0.04,2.5,0.031,48,111,0.9906,3.14,0.32,11.9,Disappointing,,,,
2007,6.7,0.31,0.32,14.5,0.038,6,79,0.99412,3.14,0.34,12.5,Disappointing,,,,
2305,7.9,0.29,0.31,7.35,0.034,37,154,0.9938,3.06,0.31,10.8,Disappointing,,,,
2756,6.2,0.32,0.24,4.1,0.051,34,149,0.99306,3.36,0.52,11,Disappointing,,,,
2802,6.5,0.15,0.44,12.6,0.052,65,158,0.99688,3.26,0.7,10.3,Good,,,,
1704,5,0.27,0.32,4.5,0.032,58,178,0.98956,3.45,0.31,12.6,Good,,,,
1009,6.7,0.26,0.39,1.1,0.04,45,147,0.9935,3.32,0.58,9.6,Good,,,,
3209,8.6,0.23,0.46,1,0.054,9,72,0.9941,2.95,0.49,9.1,Good,,,,
4039,6.3,0.2,0.19,12.3,0.048,54,145,0.99668,3.16,0.42,9.3,Good,,,,
1749,6.4,0.25,0.32,11.3,0.038,69,192,0.99573,3.14,0.5,10.2,Good,,,,
